Date,Site Name,Degree Day Area,HDD at 10.5°C,HDD at 15.5°C,HDD at 18.5°C,CDD at 10.5°C,CDD at 15.5°C,CDD at 18.5°C
29/09/15,Thames Valley,Thames Valley - Oxford Area,0.4,3.0,5.4,3.1,0.7,0.0
30/09/15,Thames Valley,Thames Valley - Oxford Area,0.5,3.3,5.8,2.7,0.5,0.0
01/10/15,Thames Valley,Thames Valley - Oxford Area,0.4,3.3,5.7,2.7,0.6,0.0
02/10/15,Thames Valley,Thames Valley - Oxford Area,1.1,4.4,7.0,2.1,0.4,0.0
03/10/15,Thames Valley,Thames Valley - Oxford Area,2.0,5.6,8.6,1.3,0.0,0.0
04/10/15,Thames Valley,Thames Valley - Oxford Area,1.3,4.2,7.0,2.3,0.2,0.0
05/10/15,Thames Valley,Thames Valley - Oxford Area,0.0,0.7,3.0,5.0,0.6,0.0
06/10/15,Thames Valley,Thames Valley - Oxford Area,0.0,0.5,3.1,4.9,0.4,0.0
07/10/15,Thames Valley,Thames Valley - Oxford Area,0.3,2.9,5.9,2.4,0.0,0.0
08/10/15,Thames Valley,Thames Valley - Oxford Area,2.0,5.4,8.4,1.6,0.0,0.0
09/10/15,Thames Valley,Thames Valley - Oxford Area,2.2,5.8,8.7,1.5,0.1,0.0
10/10/15,Thames Valley,Thames Valley - Oxford Area,1.4,5.1,8.1,1.3,0.0,0.0
11/10/15,Thames Valley,Thames Valley - Oxford Area,0.6,4.6,7.6,1.0,0.0,0.0
12/10/15,Thames Valley,Thames Valley - Oxford Area,2.0,6.1,9.1,1.0,0.0,0.0
13/10/15,Thames Valley,Thames Valley - Oxford Area,2.1,6.6,9.6,0.4,0.0,0.0
14/10/15,Thames Valley,Thames Valley - Oxford Area,2.7,7.3,10.3,0.5,0.0,0.0
15/10/15,Thames Valley,Thames Valley - Oxford Area,1.1,5.8,8.8,0.4,0.0,0.0
16/10/15,Thames Valley,Thames Valley - Oxford Area,0.3,4.6,7.6,0.6,0.0,0.0
17/10/15,Thames Valley,Thames Valley - Oxford Area,0.4,4.9,7.9,0.5,0.0,0.0
18/10/15,Thames Valley,Thames Valley - Oxford Area,0.0,4.1,7.1,1.0,0.0,0.0
19/10/15,Thames Valley,Thames Valley - Oxford Area,0.1,4.5,7.5,0.6,0.0,0.0
20/10/15,Thames Valley,Thames Valley - Oxford Area,1.3,5.2,8.1,1.1,0.0,0.0
21/10/15,Thames Valley,Thames Valley - Oxford Area,0.2,2.8,5.8,2.4,0.0,0.0
22/10/15,Thames Valley,Thames Valley - Oxford Area,0.2,3.4,6.4,1.9,0.0,0.0
23/10/15,Thames Valley,Thames Valley - Oxford Area,0.8,5.0,8.0,0.8,0.0,0.0
24/10/15,Thames Valley,Thames Valley - Oxford Area,1.2,5.5,8.5,0.7,0.0,0.0
25/10/15,Thames Valley,Thames Valley - Oxford Area,3.9,8.8,11.8,0.2,0.0,0.0
26/10/15,Thames Valley,Thames Valley - Oxford Area,1.5,5.3,8.3,1.2,0.0,0.0
27/10/15,Thames Valley,Thames Valley - Oxford Area,0.0,1.9,4.7,3.3,0.1,0.0
28/10/15,Thames Valley,Thames Valley - Oxford Area,0.1,3.8,6.8,1.3,0.0,0.0
29/10/15,Thames Valley,Thames Valley - Oxford Area,0.1,3.1,6.1,1.9,0.0,0.0
30/10/15,Thames Valley,Thames Valley - Oxford Area,0.0,1.8,4.8,3.2,0.0,0.0
31/10/15,Thames Valley,Thames Valley - Oxford Area,0.3,3.6,6.6,1.6,0.0,0.0
01/11/15,Thames Valley,Thames Valley - Oxford Area,1.3,5.4,8.4,0.9,0.0,0.0
02/11/15,Thames Valley,Thames Valley - Oxford Area,1.3,6.1,9.1,0.1,0.0,0.0
03/11/15,Thames Valley,Thames Valley - Oxford Area,0.3,4.4,7.4,0.9,0.0,0.0
04/11/15,Thames Valley,Thames Valley - Oxford Area,0.0,3.0,6.0,2.0,0.0,0.0
05/11/15,Thames Valley,Thames Valley - Oxford Area,0.0,1.7,4.7,3.3,0.0,0.0
06/11/15,Thames Valley,Thames Valley - Oxford Area,0.0,1.2,3.9,4.1,0.2,0.0
07/11/15,Thames Valley,Thames Valley - Oxford Area,0.0,1.8,4.7,3.4,0.1,0.0
08/11/15,Thames Valley,Thames Valley - Oxford Area,0.6,3.2,6.2,2.4,0.0,0.0
09/11/15,Thames Valley,Thames Valley - Oxford Area,0.3,3.4,6.4,1.9,0.0,0.0
10/11/15,Thames Valley,Thames Valley - Oxford Area,0.0,0.8,3.8,4.2,0.0,0.0
11/11/15,Thames Valley,Thames Valley - Oxford Area,0.0,2.1,5.1,2.9,0.0,0.0
12/11/15,Thames Valley,Thames Valley - Oxford Area,0.5,3.5,6.5,2.0,0.0,0.0
13/11/15,Thames Valley,Thames Valley - Oxford Area,2.3,7.3,10.3,0.0,0.0,0.0
14/11/15,Thames Valley,Thames Valley - Oxford Area,1.7,5.6,8.6,1.1,0.0,0.0
15/11/15,Thames Valley,Thames Valley - Oxford Area,0.0,1.2,4.2,3.8,0.0,0.0
16/11/15,Thames Valley,Thames Valley - Oxford Area,0.0,3.9,6.9,1.1,0.0,0.0
17/11/15,Thames Valley,Thames Valley - Oxford Area,0.0,2.7,5.7,2.3,0.0,0.0
18/11/15,Thames Valley,Thames Valley - Oxford Area,0.1,3.6,6.6,1.5,0.0,0.0
19/11/15,Thames Valley,Thames Valley - Oxford Area,0.8,5.7,8.7,0.1,0.0,0.0
20/11/15,Thames Valley,Thames Valley - Oxford Area,3.9,8.9,11.9,0.0,0.0,0.0
21/11/15,Thames Valley,Thames Valley - Oxford Area,8.2,13.2,16.2,0.0,0.0,0.0
22/11/15,Thames Valley,Thames Valley - Oxford Area,9.1,14.1,17.1,0.0,0.0,0.0
23/11/15,Thames Valley,Thames Valley - Oxford Area,7.9,12.9,15.9,0.0,0.0,0.0
24/11/15,Thames Valley,Thames Valley - Oxford Area,2.8,7.8,10.8,0.0,0.0,0.0
25/11/15,Thames Valley,Thames Valley - Oxford Area,2.2,7.2,10.2,0.0,0.0,0.0
26/11/15,Thames Valley,Thames Valley - Oxford Area,1.2,6.2,9.2,0.0,0.0,0.0
27/11/15,Thames Valley,Thames Valley - Oxford Area,1.0,5.6,8.6,0.5,0.0,0.0
28/11/15,Thames Valley,Thames Valley - Oxford Area,4.5,9.5,12.5,0.0,0.0,0.0
29/11/15,Thames Valley,Thames Valley - Oxford Area,0.7,5.1,8.1,0.6,0.0,0.0
30/11/15,Thames Valley,Thames Valley - Oxford Area,0.9,5.0,8.0,0.9,0.0,0.0
01/12/15,Thames Valley,Thames Valley - Oxford Area,0.2,3.8,6.8,1.4,0.0,0.0
02/12/15,Thames Valley,Thames Valley - Oxford Area,0.0,3.4,6.4,1.6,0.0,0.0
03/12/15,Thames Valley,Thames Valley - Oxford Area,0.0,3.3,6.3,1.7,0.0,0.0
04/12/15,Thames Valley,Thames Valley - Oxford Area,1.7,6.4,9.4,0.3,0.0,0.0
05/12/15,Thames Valley,Thames Valley - Oxford Area,0.0,4.1,7.1,0.9,0.0,0.0
06/12/15,Thames Valley,Thames Valley - Oxford Area,0.0,2.8,5.8,2.2,0.0,0.0
07/12/15,Thames Valley,Thames Valley - Oxford Area,0.0,3.1,6.1,1.9,0.0,0.0
08/12/15,Thames Valley,Thames Valley - Oxford Area,0.9,4.9,7.9,1.0,0.0,0.0
09/12/15,Thames Valley,Thames Valley - Oxford Area,3.0,8.0,11.0,0.0,0.0,0.0
10/12/15,Thames Valley,Thames Valley - Oxford Area,0.8,5.5,8.5,0.3,0.0,0.0
11/12/15,Thames Valley,Thames Valley - Oxford Area,3.2,8.2,11.2,0.0,0.0,0.0
12/12/15,Thames Valley,Thames Valley - Oxford Area,2.2,6.5,9.5,0.7,0.0,0.0
13/12/15,Thames Valley,Thames Valley - Oxford Area,3.2,8.2,11.2,0.0,0.0,0.0
14/12/15,Thames Valley,Thames Valley - Oxford Area,1.8,6.8,9.8,0.0,0.0,0.0
15/12/15,Thames Valley,Thames Valley - Oxford Area,0.2,4.4,7.4,0.8,0.0,0.0
16/12/15,Thames Valley,Thames Valley - Oxford Area,0.0,2.4,5.4,2.6,0.0,0.0
17/12/15,Thames Valley,Thames Valley - Oxford Area,0.0,2.7,5.7,2.3,0.0,0.0
18/12/15,Thames Valley,Thames Valley - Oxford Area,0.0,3.5,6.5,1.5,0.0,0.0
19/12/15,Thames Valley,Thames Valley - Oxford Area,0.0,1.3,4.3,3.7,0.0,0.0
20/12/15,Thames Valley,Thames Valley - Oxford Area,0.7,4.4,7.4,1.2,0.0,0.0
21/12/15,Thames Valley,Thames Valley - Oxford Area,2.0,6.7,9.7,0.2,0.0,0.0
22/12/15,Thames Valley,Thames Valley - Oxford Area,0.1,2.9,5.9,2.2,0.0,0.0
23/12/15,Thames Valley,Thames Valley - Oxford Area,1.2,6.1,9.1,0.0,0.0,0.0
24/12/15,Thames Valley,Thames Valley - Oxford Area,2.2,6.9,9.9,0.3,0.0,0.0
25/12/15,Thames Valley,Thames Valley - Oxford Area,2.7,6.3,9.3,1.4,0.0,0.0
26/12/15,Thames Valley,Thames Valley - Oxford Area,0.0,1.4,4.4,3.6,0.0,0.0
27/12/15,Thames Valley,Thames Valley - Oxford Area,0.0,2.1,5.1,2.9,0.0,0.0
28/12/15,Thames Valley,Thames Valley - Oxford Area,0.2,4.8,7.8,0.4,0.0,0.0
29/12/15,Thames Valley,Thames Valley - Oxford Area,0.5,5.1,8.1,0.3,0.0,0.0
30/12/15,Thames Valley,Thames Valley - Oxford Area,0.2,4.1,7.1,1.1,0.0,0.0
31/12/15,Thames Valley,Thames Valley - Oxford Area,3.3,8.3,11.3,0.0,0.0,0.0
